L
5
50
//castle room 0
(0,0,9,#)
(0,0,11,#)
(0,0,13,#)
(0,0,15,.)
(0,0,19,.)
(0,0,28,.)
(0,0,38,#)
(0,0,41,7)
(0,0,46,#)
(0,1,4,#)
(0,1,6,.)
(0,1,10,#)
(0,1,11,#)
(0,1,12,.)
(0,1,16,.)
(0,1,17,#)
(0,1,22,#)
(0,1,29,#)
(0,1,31,#)
(0,1,42,.)
(0,1,45,1)
(0,1,46,#)
(0,1,47,5)
(0,1,48,2)
(0,2,3,#)
(0,2,6,#)
(0,2,8,1)
(0,2,9,6)
(0,2,12,.)
(0,2,22,#)
(0,2,23,#)
(0,2,24,.)
(0,2,32,#)
(0,2,37,.)
(0,2,38,#)
(0,2,39,#)
(0,2,42,3)
(0,2,47,.)
(0,2,48,#)
(0,3,1,2)
(0,3,2,7)
(0,3,11,#)
(0,3,14,#)
(0,3,24,#)
(0,3,25,#)
(0,3,30,#)
(0,3,31,.)
(0,3,35,.)
(0,3,40,#)
(0,3,44,6)
(0,3,45,6)
(0,4,3,.)
(0,4,5,.)
(0,4,7,#)
(0,4,10,#)
(0,4,15,#)
(0,4,16,#)
(0,4,25,#)
(0,4,41,2)
(0,4,42,7)
(0,4,46,#)
(0,5,3,.)
(0,5,6,#)
(0,5,9,#)
(0,5,14,3)
(0,5,17,#)
(0,5,18,.)
(0,5,20,.)
(0,5,22,6)
(0,5,26,#)
(0,5,27,.)
(0,5,32,7)
(0,5,37,#)
(0,5,39,#)
(0,5,43,#)
(0,5,49,#)
(0,6,0,#)
(0,6,1,6)
(0,6,4,9)
(0,6,6,2)
(0,6,7,.)
(0,6,10,.)
(0,6,14,.)
(0,6,17,.)
(0,6,18,#)
(0,6,20,5)
(0,6,27,#)
(0,6,30,#)
(0,6,35,.)
(0,6,40,.)
(0,6,41,#)
(0,6,47,.)
(0,6,49,#)
(0,7,1,#)
(0,7,2,3)
(0,7,3,.)
(0,7,12,2)
(0,7,14,#)
(0,7,15,.)
(0,7,17,3)
(0,7,21,3)
(0,7,22,.)
(0,7,23,.)
(0,7,25,3)
(0,7,26,#)
(0,7,31,#)
(0,7,37,1)
(0,7,41,#)
(0,7,42,7)
(0,7,43,8)
(0,7,47,.)
(0,7,49,#)
(0,8,5,1)
(0,8,7,4)
(0,8,9,5)
(0,8,14,#)
(0,8,16,#)
(0,8,18,.)
(0,8,22,#)
(0,8,23,#)
(0,8,25,.)
(0,8,28,.)
(0,8,32,1)
(0,8,35,.)
(0,8,38,5)
(0,8,41,.)
(0,8,42,4)
(0,8,47,.)
(0,9,0,#)
(0,9,3,.)
(0,9,5,.)
(0,9,18,.)
(0,9,20,.)
(0,9,23,#)
(0,9,26,#)
(0,9,32,8)
(0,9,35,7)
(0,9,38,#)
(0,9,45,4)
(0,9,47,#)
(0,10,0,#)
(0,10,5,1)
(0,10,9,8)
(0,10,10,1)
(0,10,11,#)
(0,10,18,.)
(0,10,24,.)
(0,10,26,#)
(0,10,29,#)
(0,10,31,.)
(0,10,33,#)
(0,10,36,8)
(0,10,39,#)
(0,10,42,#)
(0,10,44,#)
(0,10,48,7)
(0,11,3,.)
(0,11,6,.)
(0,11,7,#)
(0,11,9,#)
(0,11,12,.)
(0,11,13,8)
(0,11,14,#)
(0,11,24,4)
(0,11,27,.)
(0,11,30,#)
(0,11,34,4)
(0,11,35,5)
(0,11,37,#)
(0,11,40,#)
(0,11,49,1)
(0,12,0,#)
(0,12,5,.)
(0,12,6,#)
(0,12,8,7)
(0,12,11,7)
(0,12,12,3)
(0,12,13,2)
(0,12,15,#)
(0,12,17,7)
(0,12,20,#)
(0,12,21,4)
(0,12,25,#)
(0,12,27,4)
(0,12,28,.)
(0,12,30,.)
(0,12,31,1)
(0,12,33,4)
(0,12,34,7)
(0,12,40,4)
(0,12,41,.)
(0,12,43,8)
(0,12,48,#)
(0,12,49,.)
(0,13,0,9)
(0,13,6,.)
(0,13,10,#)
(0,13,12,3)
(0,13,18,.)
(0,13,20,9)
(0,13,21,2)
(0,13,29,.)
(0,13,31,.)
(0,13,33,.)
(0,13,42,8)
(0,13,44,3)
(0,13,45,3)
(0,13,46,7)
(0,13,47,.)
(0,14,0,.)
(0,14,1,#)
(0,14,4,#)
(0,14,8,.)
(0,14,14,.)
(0,14,19,.)
(0,14,24,5)
(0,14,26,9)
(0,14,28,#)
(0,14,43,.)
(0,14,48,#)
(0,15,2,#)
(0,15,4,#)
(0,15,7,4)
(0,15,9,#)
(0,15,10,.)
(0,15,15,#)
(0,15,24,.)
(0,15,25,5)
(0,15,28,#)
(0,15,29,#)
(0,15,31,#)
(0,15,32,8)
(0,15,43,.)
(0,15,44,#)
(0,15,46,.)
(0,16,8,.)
(0,16,11,.)
(0,16,15,1)
(0,16,23,4)
(0,16,24,#)
(0,16,29,5)
(0,16,31,4)
(0,16,33,.)
(0,16,35,.)
(0,16,36,#)
(0,16,38,#)
(0,16,44,#)
(0,16,45,2)
(0,17,0,#)
(0,17,1,#)
(0,17,13,.)
(0,17,19,6)
(0,17,24,8)
(0,17,27,#)
(0,17,33,#)
(0,17,34,.)
(0,17,35,9)
(0,17,36,#)
(0,17,44,#)
(0,18,1,#)
(0,18,2,#)
(0,18,3,.)
(0,18,9,4)
(0,18,10,.)
(0,18,12,#)
(0,18,13,.)
(0,18,15,#)
(0,18,16,6)
(0,18,18,1)
(0,18,27,.)
(0,18,30,1)
(0,18,32,1)
(0,18,37,.)
(0,18,39,#)
(0,18,46,.)
(0,18,47,4)
(0,18,48,#)
(0,19,1,.)
(0,19,2,#)
(0,19,3,7)
(0,19,7,3)
(0,19,12,.)
(0,19,14,#)
(0,19,18,.)
(0,19,22,.)
(0,19,25,.)
(0,19,26,#)
(0,19,27,.)
(0,19,29,#)
(0,19,33,1)
(0,19,35,#)
(0,19,36,#)
(0,19,46,.)
(0,19,48,#)
(0,19,49,6)
(0,20,5,#)
(0,20,9,#)
(0,20,11,7)
(0,20,12,#)
(0,20,24,#)
(0,20,25,#)
(0,20,30,7)
(0,20,32,9)
(0,20,37,.)
(0,20,43,8)
(0,20,47,8)
(0,20,49,#)
(0,21,4,#)
(0,21,5,.)
(0,21,10,#)
(0,21,11,.)
(0,21,16,5)
(0,21,18,8)
(0,21,19,#)
(0,21,29,9)
(0,21,33,.)
(0,21,35,.)
(0,21,36,4)
(0,21,38,#)
(0,21,39,.)
(0,21,40,#)
(0,21,42,#)
(0,21,48,#)
(0,21,49,#)
(0,22,1,7)
(0,22,2,9)
(0,22,3,.)
(0,22,11,9)
(0,22,14,#)
(0,22,17,#)
(0,22,25,#)
(0,22,34,#)
(0,22,40,#)
(0,22,41,6)
(0,22,45,5)
(0,22,46,.)
(0,23,2,.)
(0,23,3,.)
(0,23,8,.)
(0,23,9,#)
(0,23,15,.)
(0,23,17,.)
(0,23,20,#)
(0,23,25,.)
(0,23,26,#)
(0,23,31,.)
(0,23,37,.)
(0,23,41,1)
(0,23,47,.)
(0,24,0,#)
(0,24,3,.)
(0,24,6,.)
(0,24,8,2)
(0,24,13,#)
(0,24,19,4)
(0,24,22,5)
(0,24,25,2)
(0,24,28,2)
(0,24,30,#)
(0,24,31,2)
(0,24,36,2)
(0,24,42,4)
(0,24,44,#)
(0,24,48,#)
(0,24,49,#)
(0,25,1,.)
(0,25,14,8)
(0,25,23,#)
(0,25,24,#)
(0,25,27,.)
(0,25,28,2)
(0,25,33,5)
(0,25,37,7)
(0,25,38,#)
(0,25,39,1)
(0,25,43,.)
(0,25,46,2)
(0,26,1,#)
(0,26,4,.)
(0,26,5,3)
(0,26,8,.)
(0,26,10,#)
(0,26,11,.)
(0,26,14,#)
(0,26,15,#)
(0,26,20,5)
(0,26,22,#)
(0,26,23,#)
(0,26,26,.)
(0,26,30,5)
(0,26,31,6)
(0,26,44,.)
(0,26,47,.)
(0,27,1,#)
(0,27,5,#)
(0,27,9,#)
(0,27,11,#)
(0,27,15,.)
(0,27,20,#)
(0,27,22,9)
(0,27,27,2)
(0,27,30,7)
(0,27,31,#)
(0,27,33,8)
(0,27,40,#)
(0,27,41,.)
(0,27,42,#)
(0,27,49,#)
(0,28,0,.)
(0,28,1,#)
(0,28,3,4)
(0,28,4,#)
(0,28,7,1)
(0,28,8,.)
(0,28,10,.)
(0,28,11,#)
(0,28,12,.)
(0,28,18,#)
(0,28,19,1)
(0,28,26,#)
(0,28,33,#)
(0,28,36,#)
(0,28,42,#)
(0,28,44,#)
(0,29,4,7)
(0,29,10,#)
(0,29,18,#)
(0,29,19,#)
(0,29,23,2)
(0,29,26,.)
(0,29,29,#)
(0,29,32,4)
(0,29,33,.)
(0,29,34,2)
(0,29,35,#)
(0,29,39,6)
(0,29,40,.)
(0,29,44,.)
(0,29,47,#)
(0,29,48,.)
(0,29,49,#)
(0,30,0,#)
(0,30,1,.)
(0,30,2,#)
(0,30,6,.)
(0,30,12,7)
(0,30,14,.)
(0,30,15,.)
(0,30,17,.)
(0,30,20,7)
(0,30,22,.)
(0,30,23,2)
(0,30,27,8)
(0,30,29,.)
(0,30,33,8)
(0,30,38,3)
(0,30,42,.)
(0,30,44,#)
(0,30,45,#)
(0,30,46,.)
(0,31,0,#)
(0,31,2,5)
(0,31,7,1)
(0,31,11,1)
(0,31,12,.)
(0,31,15,#)
(0,31,16,#)
(0,31,18,#)
(0,31,24,#)
(0,31,35,7)
(0,31,38,#)
(0,31,49,#)
(0,32,5,#)
(0,32,8,#)
(0,32,9,3)
(0,32,10,8)
(0,32,11,.)
(0,32,12,8)
(0,32,16,#)
(0,32,19,#)
(0,32,20,.)
(0,32,22,#)
(0,32,23,.)
(0,32,25,#)
(0,32,36,#)
(0,32,37,3)
(0,32,43,.)
(0,32,45,2)
(0,32,47,#)
(0,32,48,6)
(0,33,15,.)
(0,33,16,.)
(0,33,17,7)
(0,33,19,5)
(0,33,20,3)
(0,33,31,1)
(0,33,34,3)
(0,33,36,#)
(0,33,43,8)
(0,34,1,.)
(0,34,5,5)
(0,34,12,.)
(0,34,16,#)
(0,34,18,#)
(0,34,21,.)
(0,34,23,#)
(0,34,24,#)
(0,34,25,#)
(0,34,31,9)
(0,34,32,#)
(0,34,35,2)
(0,34,37,.)
(0,34,38,1)
(0,34,40,6)
(0,34,47,#)
(0,34,48,#)
(0,35,4,#)
(0,35,6,.)
(0,35,12,#)
(0,35,14,9)
(0,35,17,#)
(0,35,20,8)
(0,35,24,6)
(0,35,25,6)
(0,35,27,5)
(0,35,37,.)
(0,35,42,#)
(0,35,44,.)
(0,35,45,.)
(0,36,0,.)
(0,36,3,1)
(0,36,7,#)
(0,36,10,.)
(0,36,12,8)
(0,36,13,.)
(0,36,16,#)
(0,36,18,#)
(0,36,19,.)
(0,36,23,.)
(0,36,33,#)
(0,36,36,.)
(0,36,37,#)
(0,36,42,#)
(0,36,43,#)
(0,36,46,7)
(0,36,47,3)
(0,36,49,#)
(0,37,1,5)
(0,37,9,1)
(0,37,24,#)
(0,37,26,7)
(0,37,27,.)
(0,37,28,.)
(0,37,32,#)
(0,37,34,#)
(0,37,37,#)
(0,37,38,8)
(0,37,40,.)
(0,38,6,#)
(0,38,10,2)
(0,38,12,.)
(0,38,13,3)
(0,38,22,#)
(0,38,26,6)
(0,38,37,.)
(0,38,38,7)
(0,38,39,#)
(0,38,43,8)
(0,38,45,.)
(0,39,5,#)
(0,39,8,#)
(0,39,11,#)
(0,39,12,#)
(0,39,13,9)
(0,39,14,.)
(0,39,21,#)
(0,39,25,4)
(0,39,31,8)
(0,39,34,.)
(0,39,37,#)
(0,39,40,.)
(0,39,41,#)
(0,39,46,1)
(0,39,49,.)
(0,40,0,7)
(0,40,1,#)
(0,40,2,.)
(0,40,5,#)
(0,40,16,#)
(0,40,20,2)
(0,40,22,.)
(0,40,24,#)
(0,40,29,#)
(0,40,30,#)
(0,40,31,#)
(0,40,32,5)
(0,40,34,6)
(0,40,46,#)
(0,40,48,#)
(0,40,49,.)
(0,41,2,.)
(0,41,4,#)
(0,41,10,5)
(0,41,13,.)
(0,41,18,.)
(0,41,22,7)
(0,41,23,9)
(0,41,25,.)
(0,41,26,#)
(0,41,27,.)
(0,41,31,.)
(0,41,34,#)
(0,41,36,5)
(0,41,40,1)
(0,41,41,7)
(0,41,43,2)
(0,41,47,#)
(0,41,49,#)
(0,42,0,8)
(0,42,3,6)
(0,42,4,3)
(0,42,7,#)
(0,42,12,3)
(0,42,15,9)
(0,42,22,#)
(0,42,24,.)
(0,42,33,.)
(0,42,41,#)
(0,42,45,.)
(0,42,48,#)
(0,43,1,.)
(0,43,5,#)
(0,43,7,8)
(0,43,9,.)
(0,43,14,#)
(0,43,17,#)
(0,43,18,.)
(0,43,27,.)
(0,43,29,.)
(0,43,30,9)
(0,43,35,.)
(0,43,44,.)
(0,43,45,#)
(0,43,48,.)
(0,44,1,.)
(0,44,5,#)
(0,44,6,9)
(0,44,13,#)
(0,44,14,4)
(0,44,21,.)
(0,44,22,6)
(0,44,24,#)
(0,44,29,7)
(0,44,33,#)
(0,44,34,#)
(0,44,35,#)
(0,44,43,#)
(0,44,44,.)
(0,44,45,#)
(0,44,48,#)
(0,45,1,#)
(0,45,4,#)
(0,45,9,4)
(0,45,18,#)
(0,45,22,.)
(0,45,23,4)
(0,45,24,.)
(0,45,28,.)
(0,45,29,.)
(0,45,30,#)
(0,45,31,#)
(0,45,32,5)
(0,45,33,.)
(0,45,38,#)
(0,45,43,8)
(0,45,48,.)
(0,45,49,.)
(0,46,0,#)
(0,46,2,#)
(0,46,4,4)
(0,46,8,#)
(0,46,11,#)
(0,46,12,5)
(0,46,13,#)
(0,46,14,.)
(0,46,15,#)
(0,46,18,.)
(0,46,20,5)
(0,46,27,.)
(0,46,28,7)
(0,46,38,.)
(0,46,43,.)
(0,46,45,#)
(0,47,0,#)
(0,47,1,.)
(0,47,2,#)
(0,47,5,#)
(0,47,6,4)
(0,47,7,3)
(0,47,8,2)
(0,47,9,#)
(0,47,16,2)
(0,47,19,8)
(0,47,24,.)
(0,47,26,#)
(0,47,28,.)
(0,47,34,.)
(0,47,35,.)
(0,47,36,#)
(0,47,37,5)
(0,47,40,#)
(0,47,42,.)
(0,47,43,.)
(0,47,44,.)
(0,48,2,.)
(0,48,5,.)
(0,48,6,.)
(0,48,7,#)
(0,48,8,#)
(0,48,13,.)
(0,48,14,#)
(0,48,17,6)
(0,48,19,#)
(0,48,22,9)
(0,48,23,#)
(0,48,24,.)
(0,48,26,9)
(0,48,27,4)
(0,48,31,#)
(0,48,32,6)
(0,48,37,6)
(0,48,45,.)
(0,48,46,.)
(0,48,48,#)
(0,49,4,9)
(0,49,6,#)
(0,49,14,7)
(0,49,16,.)
(0,49,32,#)
(0,49,34,.)
(0,49,35,#)
(0,49,37,.)
(0,49,38,7)
(0,49,42,#)
(0,49,44,3)
//castle room 1
(1,0,0,.)
(1,0,1,.)
(1,0,2,.)
(1,0,4,1)
(1,0,8,6)
(1,0,9,#)
(1,0,13,#)
(1,0,15,1)
(1,0,20,5)
(1,0,34,8)
(1,0,35,#)
(1,0,40,.)
(1,0,42,.)
(1,0,44,#)
(1,0,48,4)
(1,1,4,#)
(1,1,13,.)
(1,1,17,.)
(1,1,21,.)
(1,1,25,.)
(1,1,26,#)
(1,1,37,.)
(1,1,38,.)
(1,1,40,.)
(1,1,41,#)
(1,1,43,#)
(1,1,45,4)
(1,1,49,#)
(1,2,10,7)
(1,2,13,#)
(1,2,15,.)
(1,2,17,2)
(1,2,19,.)
(1,2,21,4)
(1,2,23,9)
(1,2,30,#)
(1,2,34,5)
(1,2,38,.)
(1,2,48,.)
(1,2,49,#)
(1,3,1,9)
(1,3,3,.)
(1,3,6,.)
(1,3,9,.)
(1,3,20,5)
(1,3,26,4)
(1,3,29,7)
(1,3,30,#)
(1,3,34,.)
(1,3,35,7)
(1,3,36,#)
(1,3,45,#)
(1,3,47,.)
(1,3,48,#)
(1,4,5,6)
(1,4,8,#)
(1,4,9,4)
(1,4,10,.)
(1,4,21,.)
(1,4,27,3)
(1,4,31,#)
(1,4,39,.)
(1,4,42,#)
(1,4,46,#)
(1,4,47,.)
(1,5,4,#)
(1,5,6,#)
(1,5,10,6)
(1,5,13,2)
(1,5,18,.)
(1,5,25,#)
(1,5,26,8)
(1,5,35,8)
(1,5,41,.)
(1,5,42,1)
(1,5,43,.)
(1,5,44,#)
(1,5,47,#)
(1,5,48,#)
(1,6,0,#)
(1,6,3,.)
(1,6,9,#)
(1,6,11,.)
(1,6,13,.)
(1,6,16,1)
(1,6,23,8)
(1,6,24,.)
(1,6,33,#)
(1,6,34,#)
(1,6,36,.)
(1,6,42,.)
(1,6,43,#)
(1,6,45,#)
(1,6,46,#)
(1,7,2,8)
(1,7,3,#)
(1,7,4,#)
(1,7,8,1)
(1,7,10,1)
(1,7,11,#)
(1,7,12,9)
(1,7,13,.)
(1,7,18,.)
(1,7,26,.)
(1,7,27,#)
(1,7,28,2)
(1,7,31,5)
(1,7,36,.)
(1,7,37,#)
(1,7,43,1)
(1,7,44,#)
(1,7,46,.)
(1,8,0,.)
(1,8,11,.)
(1,8,13,#)
(1,8,17,.)
(1,8,21,#)
(1,8,28,.)
(1,8,32,.)
(1,8,33,1)
(1,8,44,#)
(1,8,45,1)
(1,8,48,.)
(1,9,1,6)
(1,9,3,.)
(1,9,5,6)
(1,9,6,5)
(1,9,7,.)
(1,9,14,#)
(1,9,15,9)
(1,9,18,1)
(1,9,20,#)
(1,9,29,8)
(1,9,31,9)
(1,9,36,#)
(1,9,37,3)
(1,9,38,.)
(1,9,42,6)
(1,9,45,#)
(1,9,46,1)
(1,9,48,.)
(1,10,3,#)
(1,10,11,6)
(1,10,15,#)
(1,10,16,.)
(1,10,18,#)
(1,10,23,4)
(1,10,28,.)
(1,10,29,6)
(1,10,30,.)
(1,10,31,8)
(1,10,32,#)
(1,10,33,.)
(1,10,36,.)
(1,10,39,1)
(1,10,40,5)
(1,10,48,1)
(1,11,1,#)
(1,11,2,#)
(1,11,4,8)
(1,11,5,2)
(1,11,11,#)
(1,11,12,.)
(1,11,13,8)
(1,11,15,#)
(1,11,16,#)
(1,11,23,.)
(1,11,24,#)
(1,11,27,7)
(1,11,34,#)
(1,11,35,7)
(1,11,37,4)
(1,11,47,.)
(1,12,13,8)
(1,12,14,4)
(1,12,15,5)
(1,12,20,.)
(1,12,31,#)
(1,12,35,8)
(1,12,38,.)
(1,12,39,.)
(1,12,40,9)
(1,12,43,#)
(1,12,48,#)
(1,13,1,#)
(1,13,3,#)
(1,13,6,8)
(1,13,9,9)
(1,13,13,#)
(1,13,14,9)
(1,13,16,.)
(1,13,17,#)
(1,13,18,2)
(1,13,19,#)
(1,13,20,#)
(1,13,24,3)
(1,13,26,3)
(1,13,27,9)
(1,13,33,.)
(1,13,37,2)
(1,13,38,8)
(1,13,45,.)
(1,14,2,5)
(1,14,4,9)
(1,14,7,#)
(1,14,16,.)
(1,14,17,#)
(1,14,19,1)
(1,14,20,8)
(1,14,23,.)
(1,14,24,#)
(1,14,27,2)
(1,14,30,8)
(1,14,38,.)
(1,14,39,8)
(1,15,1,#)
(1,15,3,#)
(1,15,8,8)
(1,15,10,#)
(1,15,11,1)
(1,15,14,.)
(1,15,18,.)
(1,15,19,2)
(1,15,21,#)
(1,15,22,.)
(1,15,25,#)
(1,15,27,#)
(1,15,32,.)
(1,15,41,#)
(1,15,42,2)
(1,15,45,7)
(1,16,1,.)
(1,16,3,7)
(1,16,4,5)
(1,16,5,.)
(1,16,8,#)
(1,16,9,.)
(1,16,13,5)
(1,16,25,9)
(1,16,26,.)
(1,16,31,1)
(1,16,33,.)
(1,16,36,#)
(1,16,37,8)
(1,16,43,#)
(1,16,48,5)
(1,17,2,5)
(1,17,3,#)
(1,17,5,4)
(1,17,6,4)
(1,17,7,6)
(1,17,8,9)
(1,17,11,3)
(1,17,18,7)
(1,17,20,.)
(1,17,21,#)
(1,17,27,#)
(1,17,29,8)
(1,17,32,.)
(1,17,36,#)
(1,17,39,7)
(1,18,0,8)
(1,18,2,#)
(1,18,4,#)
(1,18,7,.)
(1,18,8,#)
(1,18,13,#)
(1,18,14,6)
(1,18,18,5)
(1,18,24,#)
(1,18,25,.)
(1,18,28,#)
(1,18,35,#)
(1,18,40,.)
(1,18,47,#)
(1,19,0,#)
(1,19,2,#)
(1,19,3,#)
(1,19,9,.)
(1,19,12,.)
(1,19,18,#)
(1,19,21,7)
(1,19,23,#)
(1,19,27,6)
(1,19,29,#)
(1,19,36,.)
(1,19,45,#)
(1,19,48,.)
(1,20,7,9)
(1,20,16,6)
(1,20,18,3)
(1,20,24,9)
(1,20,25,6)
(1,20,26,#)
(1,20,33,#)
(1,20,34,.)
(1,20,37,5)
(1,20,43,.)
(1,20,48,#)
(1,21,3,#)
(1,21,4,.)
(1,21,5,.)
(1,21,9,5)
(1,21,11,.)
(1,21,14,7)
(1,21,16,5)
(1,21,17,.)
(1,21,22,7)
(1,21,23,7)
(1,21,35,#)
(1,21,37,#)
(1,21,38,8)
(1,21,39,#)
(1,21,42,2)
(1,21,43,#)
(1,22,0,.)
(1,22,3,.)
(1,22,4,.)
(1,22,6,.)
(1,22,7,5)
(1,22,9,9)
(1,22,11,#)
(1,22,12,#)
(1,22,13,.)
(1,22,24,.)
(1,22,29,#)
(1,22,32,#)
(1,22,35,3)
(1,22,36,#)
(1,22,43,9)
(1,22,45,.)
(1,22,49,4)
(1,23,3,.)
(1,23,4,4)
(1,23,10,#)
(1,23,14,6)
(1,23,20,.)
(1,23,32,#)
(1,23,34,.)
(1,23,39,9)
(1,23,41,7)
(1,23,45,.)
(1,23,48,#)
(1,24,0,.)
(1,24,7,1)
(1,24,8,#)
(1,24,12,#)
(1,24,15,.)
(1,24,17,#)
(1,24,18,#)
(1,24,19,#)
(1,24,20,.)
(1,24,22,#)
(1,24,24,.)
(1,24,26,3)
(1,24,41,.)
(1,24,42,9)
(1,24,44,4)
(1,25,0,#)
(1,25,4,4)
(1,25,7,3)
(1,25,8,3)
(1,25,14,#)
(1,25,16,.)
(1,25,20,#)
(1,25,27,2)
(1,25,28,5)
(1,25,32,3)
(1,25,34,.)
(1,25,35,#)
(1,25,36,.)
(1,25,37,#)
(1,25,38,9)
(1,25,41,6)
(1,25,42,#)
(1,25,43,4)
(1,25,47,.)
(1,26,10,4)
(1,26,14,.)
(1,26,15,#)
(1,26,16,9)
(1,26,28,#)
(1,26,31,5)
(1,26,36,.)
(1,26,41,.)
(1,26,43,8)
(1,26,45,6)
(1,27,2,4)
(1,27,10,9)
(1,27,12,#)
(1,27,14,#)
(1,27,15,#)
(1,27,16,#)
(1,27,19,.)
(1,27,20,.)
(1,27,21,#)
(1,27,22,.)
(1,27,28,.)
(1,27,31,.)
(1,27,33,.)
(1,27,35,8)
(1,27,36,6)
(1,27,39,5)
(1,27,46,#)
(1,28,0,.)
(1,28,2,.)
(1,28,4,.)
(1,28,6,.)
(1,28,7,.)
(1,28,8,.)
(1,28,9,3)
(1,28,11,2)
(1,28,12,#)
(1,28,13,.)
(1,28,15,#)
(1,28,26,2)
(1,28,27,#)
(1,28,29,#)
(1,28,34,1)
(1,28,36,5)
(1,28,38,3)
(1,28,41,.)
(1,28,44,6)
